Top values of organization.name,Top values of network.application,Top values of source.ip,Count of records,Analysis Conducted(Y/N) ,Threat Found ,Device name 
Brainchip Inc,cisco-spark-base,172.18.10.13,12,,,
Brainchip Inc,cisco-spark-base,172.18.10.14,12,,,
Brainchip Inc,cisco-spark-base,172.18.254.17,6,,,
Brainchip Inc,cisco-spark-base,172.18.10.12,4,,,
Brainchip Inc,cisco-spark-base,172.18.30.26,2,,,
Brainchip Inc,cisco-spark-base,172.18.50.27,2,,,
Brainchip Inc,ssl,172.18.10.19,7,,,
Brainchip Inc,ssl,172.18.10.11,3,,,
Brainchip Inc,ssl,172.18.50.25,2,,,
Visser Precision,cisco-spark-audio-video,10.55.13.72,"1,682",,,
Visser Precision,cisco-spark-base,10.55.12.165,64,,,
Visser Precision,cisco-spark-base,10.55.13.93,12,,,
Visser Precision,cisco-spark-base,10.55.12.132,2,,,
Visser Precision,ssl,10.55.13.57,38,,,
Visser Precision,webex-base,10.55.12.137,1,,,
Visser Precision,webex-base,10.55.13.85,1,,,
McBrayer PLLC,cisco-spark-audio-video,192.168.0.163,487,,,
McBrayer PLLC,cisco-spark-audio-video,192.168.2.39,159,,,
McBrayer PLLC,cisco-spark-audio-video,192.168.1.241,81,,,
McBrayer PLLC,cisco-spark-base,192.168.1.216,56,,,
McBrayer PLLC,cisco-spark-base,192.168.2.43,54,,,
McBrayer PLLC,cisco-spark-base,192.168.1.251,18,,,
McBrayer PLLC,cisco-spark-base,192.168.1.146,16,,,
McBrayer PLLC,cisco-spark-base,192.168.1.227,6,,,
McBrayer PLLC,cisco-spark-base,192.168.0.86,4,,,
McBrayer PLLC,cisco-spark-base,192.168.1.189,4,,,
McBrayer PLLC,cisco-spark-base,192.168.0.59,2,,,
McBrayer PLLC,cisco-spark-base,192.168.0.113,2,,,
McBrayer PLLC,cisco-spark-base,192.168.1.36,2,,,
McBrayer PLLC,cisco-spark-base,192.168.1.145,2,,,
McBrayer PLLC,cisco-spark-base,192.168.1.205,2,,,
McBrayer PLLC,cisco-spark-base,192.168.2.35,2,,,
McBrayer PLLC,cisco-spark-base,192.168.2.40,2,,,
McBrayer PLLC,cisco-spark-base,192.168.2.52,2,,,
McBrayer PLLC,cisco-spark-base,192.168.2.60,2,,,
McBrayer PLLC,web-browsing,192.168.0.15,1,,,
McBrayer PLLC,web-browsing,192.168.0.78,1,,,
McBrayer PLLC,web-browsing,192.168.1.96,1,,,
McBrayer PLLC,web-browsing,192.168.1.131,1,,,
McBrayer PLLC,web-browsing,192.168.1.198,1,,,
Stevens Aerospace,cisco-spark-audio-video,10.0.1.61,964,,,
Stevens Aerospace,cisco-spark-audio-video,10.0.1.38,409,,,
Gaston Legal,cisco-spark-base,192.168.254.50,262,,,
Gaston Legal,cisco-spark-base,192.168.254.56,176,,,
Gaston Legal,cisco-spark-base,192.168.254.65,122,,,
Gaston Legal,cisco-spark-base,192.168.254.99,118,,,
Gaston Legal,cisco-spark-base,192.168.254.57,110,,,
Gaston Legal,cisco-spark-base,192.168.254.39,84,,,
Gaston Legal,cisco-spark-base,192.168.254.112,72,,,
Gaston Legal,cisco-spark-base,192.168.254.84,28,,,
Gaston Legal,cisco-spark-base,192.168.254.150,18,,,
Gaston Legal,cisco-spark-base,192.168.254.113,16,,,
Gaston Legal,cisco-spark-base,192.168.254.53,12,,,
Gaston Legal,cisco-spark-base,192.168.254.92,8,,,
Gaston Legal,cisco-spark-base,192.168.254.145,6,,,
Gaston Legal,cisco-spark-base,192.168.254.91,4,,,
Gaston Legal,cisco-spark-base,192.168.254.47,2,,,
Gaston Legal,web-browsing,192.168.254.147,1,,,
Manier & Herod,cisco-spark-base,192.168.2.101,254,,,
Manier & Herod,cisco-spark-base,192.168.0.120,220,,,
Manier & Herod,cisco-spark-base,192.168.0.188,116,,,
Manier & Herod,cisco-spark-base,192.168.0.194,54,,,
Manier & Herod,cisco-spark-base,192.168.0.174,30,,,
Manier & Herod,cisco-spark-base,192.168.0.158,14,,,
Manier & Herod,cisco-spark-base,192.168.0.172,10,,,
Manier & Herod,cisco-spark-base,192.168.0.119,6,,,
Manier & Herod,cisco-spark-base,192.168.0.124,4,,,
Manier & Herod,cisco-spark-base,192.168.0.109,2,,,
Manier & Herod,cisco-spark-base,192.168.0.131,2,,,
Manier & Herod,cisco-spark-base,192.168.0.136,2,,,
Manier & Herod,ssl,192.168.0.156,2,,,
Manier & Herod,web-browsing,192.168.0.173,1,,,
i3DMFG,cisco-spark-audio-video,172.18.10.36,321,,,
i3DMFG,cisco-spark-audio-video,172.18.10.27,200,,,
i3DMFG,cisco-spark-audio-video,172.18.10.41,80,,,
i3DMFG,cisco-spark-audio-video,172.18.10.47,72,,,
i3DMFG,cisco-spark-audio-video,172.18.10.40,2,,,
i3DMFG,cisco-spark-base,172.18.10.63,52,,,
i3DMFG,cisco-spark-base,172.18.10.56,10,,,
i3DMFG,cisco-spark-base,172.18.10.52,6,,,
i3DMFG,cisco-spark-base,172.18.10.29,4,,,
i3DMFG,cisco-spark-base,172.18.0.41,2,,,
i3DMFG,cisco-spark-base,172.18.10.39,2,,,
Joe Gibbs Racing,cisco-spark-base,10.2.44.53,53,,,
Joe Gibbs Racing,cisco-spark-base,10.2.65.46,37,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.212,29,,,
Joe Gibbs Racing,cisco-spark-base,10.2.40.64,27,,,
Joe Gibbs Racing,cisco-spark-base,10.2.44.104,27,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.30,27,,,
Joe Gibbs Racing,cisco-spark-base,192.168.2.74,27,,,
Joe Gibbs Racing,cisco-spark-base,10.2.40.50,26,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.17,15,,,
Joe Gibbs Racing,cisco-spark-base,10.2.40.60,7,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.81,7,,,
Joe Gibbs Racing,cisco-spark-base,10.2.44.56,6,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.58,6,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.68,6,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.94,6,,,
Joe Gibbs Racing,cisco-spark-base,192.168.2.69,6,,,
Joe Gibbs Racing,cisco-spark-base,10.2.62.177,5,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.209,5,,,
Joe Gibbs Racing,cisco-spark-base,10.2.65.49,5,,,
Joe Gibbs Racing,cisco-spark-base,10.2.66.50,5,,,
Joe Gibbs Racing,cisco-spark-base,192.168.2.125,5,,,
Joe Gibbs Racing,cisco-spark-base,10.2.62.123,4,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.184,3,,,
Joe Gibbs Racing,cisco-spark-base,10.2.64.162,3,,,
Joe Gibbs Racing,cisco-spark-base,10.2.44.103,2,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.60,2,,,
Joe Gibbs Racing,cisco-spark-base,192.168.2.145,2,,,
Joe Gibbs Racing,cisco-spark-base,10.2.40.61,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.62.222,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.62.237,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.39,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.63.173,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.64.193,1,,,
Joe Gibbs Racing,cisco-spark-base,10.2.66.35,1,,,
Joe Gibbs Racing,cisco-spark-base,10.3.40.76,1,,,
Joe Gibbs Racing,cisco-spark-audio-video,10.2.40.53,19,,,
Joe Gibbs Racing,ssl,10.0.100.164,28,,,
Burger Fi,cisco-spark-base,192.168.11.39,116,,,
Burger Fi,cisco-spark-base,192.168.14.115,90,,,
Burger Fi,cisco-spark-base,192.168.14.102,86,,,
Burger Fi,cisco-spark-base,192.168.11.88,32,,,
Burger Fi,cisco-spark-base,192.168.11.161,14,,,
Burger Fi,cisco-spark-base,192.168.11.43,12,,,
Burger Fi,cisco-spark-base,192.168.14.106,10,,,
Burger Fi,cisco-spark-base,192.168.11.68,2,,,
Burger Fi,cisco-spark-base,192.168.14.103,2,,,
Burger Fi,ssl,192.168.14.118,12,,,
Burger Fi,ssl,192.168.11.34,9,,,
Burger Fi,ssl,192.168.11.113,6,,,
Burger Fi,ssl,192.168.14.127,6,,,
Burger Fi,web-browsing,192.168.11.114,1,,,
Sterling Construction,cisco-spark-base,10.130.56.158,54,,,
Sterling Construction,cisco-spark-base,10.130.56.165,52,,,
Sterling Construction,cisco-spark-base,10.136.207.92,32,,,
Sterling Construction,cisco-spark-base,10.130.56.161,28,,,
Sterling Construction,cisco-spark-base,10.130.56.62,20,,,
Sterling Construction,cisco-spark-base,10.130.56.168,16,,,
Sterling Construction,cisco-spark-base,10.130.56.174,16,,,
Sterling Construction,cisco-spark-base,10.130.56.195,16,,,
Sterling Construction,cisco-spark-base,10.130.56.193,6,,,
Sterling Construction,cisco-spark-base,10.136.6.194,4,,,
Sterling Construction,cisco-spark-base,10.142.251.61,4,,,
Sterling Construction,cisco-spark-base,10.142.254.100,2,,,
Sterling Construction,cisco-spark-base,10.142.254.192,2,,,
Sterling Construction,ssl,10.130.56.202,9,,,
Sterling Construction,ssl,10.130.56.227,7,,,
Sterling Construction,ssl,10.130.56.211,5,,,
Sterling Construction,ssl,10.130.56.196,1,,,
Sterling Construction,cisco-spark-audio-video,10.136.207.131,8,,,
NetHope,webex-base,172.25.80.192,177,,,
NetHope,webex-base,172.25.96.37,29,,,
NetHope,webex-base,172.25.81.105,2,,,
NetHope,cisco-spark-base,172.25.96.227,11,,,
NetHope,cisco-spark-base,172.25.80.198,10,,,
NetHope,web-browsing,172.25.88.116,2,,,
NetHope,web-browsing,172.25.81.70,1,,,
NetHope,web-browsing,172.25.101.203,1,,,
Biz Technology Solutions,cisco-spark-base,10.10.3.57,64,,,
Biz Technology Solutions,cisco-spark-base,10.10.2.21,50,,,
Biz Technology Solutions,cisco-spark-base,192.168.12.7,20,,,
Biz Technology Solutions,cisco-spark-base,10.10.3.79,18,,,
Biz Technology Solutions,web-browsing,192.168.12.11,6,,,
Biz Technology Solutions,web-browsing,192.168.12.6,5,,,
Biz Technology Solutions,web-browsing,192.168.12.16,5,,,
Biz Technology Solutions,web-browsing,192.168.12.20,5,,,
Biz Technology Solutions,web-browsing,192.168.12.29,5,,,
Biz Technology Solutions,web-browsing,10.10.3.71,4,,,
Biz Technology Solutions,web-browsing,192.168.12.18,4,,,
Biz Technology Solutions,web-browsing,10.10.2.17,3,,,
Biz Technology Solutions,web-browsing,10.10.3.54,2,,,
Biz Technology Solutions,web-browsing,10.10.3.56,2,,,
Biz Technology Solutions,web-browsing,10.10.3.74,2,,,
Biz Technology Solutions,web-browsing,10.10.3.86,2,,,
Biz Technology Solutions,web-browsing,192.168.11.107,2,,,
Biz Technology Solutions,web-browsing,192.168.11.109,2,,,
Biz Technology Solutions,web-browsing,192.168.12.9,2,,,
Biz Technology Solutions,web-browsing,192.168.12.10,2,,,
Biz Technology Solutions,web-browsing,192.168.12.21,2,,,
Biz Technology Solutions,web-browsing,10.10.2.18,1,,,
Biz Technology Solutions,web-browsing,10.10.2.24,1,,,
Biz Technology Solutions,web-browsing,10.10.3.58,1,,,
Biz Technology Solutions,web-browsing,10.10.3.61,1,,,
Biz Technology Solutions,web-browsing,10.10.3.64,1,,,
Biz Technology Solutions,web-browsing,10.10.3.67,1,,,
Biz Technology Solutions,web-browsing,10.10.3.68,1,,,
Biz Technology Solutions,web-browsing,10.10.3.70,1,,,
Biz Technology Solutions,web-browsing,10.10.3.81,1,,,
Biz Technology Solutions,web-browsing,192.168.12.14,1,,,
Biz Technology Solutions,web-browsing,192.168.12.17,1,,,
Biz Technology Solutions,web-browsing,192.168.12.30,1,,,
Biz Technology Solutions,web-browsing,192.168.12.40,1,,,
Versiant,ssl,10.129.3.152,87,,,
Versiant,ssl,10.129.3.83,28,,,
Versiant,ssl,10.129.3.87,22,,,
Versiant,ssl,10.129.3.186,20,,,
Versiant,ssl,10.129.3.96,15,,,
Versiant,ssl,10.129.3.84,13,,,
Versiant,ssl,10.129.3.118,7,,,
Versiant,ssl,10.129.3.52,4,,,
Versiant,ssl,10.129.3.112,4,,,
Versiant,ssl,10.129.3.202,4,,,
Versiant,ssl,10.129.3.149,2,,,
Versiant,ssl,10.129.3.208,1,,,
Versiant,ssl,10.129.3.215,1,,,
Versiant,cisco-spark-base,10.129.3.85,8,,,
Versiant,cisco-spark-base,10.129.3.142,6,,,
Versiant,cisco-spark-base,10.129.3.94,4,,,
Versiant,cisco-spark-base,10.129.3.212,2,,,
Versiant,cisco-spark-base,10.129.3.226,2,,,
Versiant,webex-base,10.129.3.111,2,,,
Versiant,webex-base,10.129.3.234,1,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.211,50,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.210,14,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.75,6,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.98,6,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.199,6,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.123,4,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.113,4,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.61,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.80,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.92,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.93,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.99,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.111,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.2.119,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.60,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.63,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.3.106,2,,,
"PBI Performance Products, Inc",web-browsing,192.168.1.28,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.114,9,,,
"PBI Performance Products, Inc",ssl,192.168.3.77,4,,,
"PBI Performance Products, Inc",ssl,192.168.2.81,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.85,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.105,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.108,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.121,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.170,3,,,
"PBI Performance Products, Inc",ssl,192.168.3.177,3,,,
"PBI Performance Products, Inc",ssl,192.168.2.84,2,,,
"PBI Performance Products, Inc",ssl,192.168.2.105,2,,,
"PBI Performance Products, Inc",ssl,192.168.2.132,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.83,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.87,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.92,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.97,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.107,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.111,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.115,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.120,2,,,
"PBI Performance Products, Inc",ssl,192.168.3.124,2,,,
"PBI Performance Products, Inc",ssl,192.168.2.95,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.108,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.112,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.115,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.118,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.121,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.126,1,,,
"PBI Performance Products, Inc",ssl,192.168.2.131,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.86,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.93,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.95,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.96,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.109,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.110,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.119,1,,,
"PBI Performance Products, Inc",ssl,192.168.3.125,1,,,
"PBI Performance Products, Inc",cisco-spark-base,192.168.3.112,6,,,
McNally Industries,cisco-spark-base,10.100.20.79,104,,,
McNally Industries,cisco-spark-base,192.72.10.111,52,,,
McNally Industries,cisco-spark-base,10.100.20.131,12,,,
McNally Industries,cisco-spark-base,10.100.20.146,6,,,
McNally Industries,ssl,192.72.10.88,10,,,
McNally Industries,ssl,10.100.20.55,4,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.0.249,58,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.26,58,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.0.150,8,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.29,8,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.0.246,4,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.43,4,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.7,2,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.23,2,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.39,2,,,
Keselowski Advanced Manufacturing,cisco-spark-base,10.100.1.55,2,,,
Keselowski Advanced Manufacturing,web-browsing,10.100.0.202,1,,,
Keselowski Advanced Manufacturing,web-browsing,10.100.1.45,1,,,
FCS Communications,cisco-spark-base,172.25.99.175,46,,,
FCS Communications,cisco-spark-base,172.25.81.32,24,,,
FCS Communications,cisco-spark-base,172.25.103.227,24,,,
FCS Communications,cisco-spark-base,172.25.80.231,10,,,
FCS Communications,cisco-spark-base,172.25.103.2,4,,,
FCS Communications,web-browsing,172.25.100.146,9,,,
FCS Communications,web-browsing,172.25.80.230,2,,,
FCS Communications,web-browsing,172.25.88.144,1,,,
Corvid Cyberdefense,web-browsing,10.51.255.125,22,,,
Corvid Cyberdefense,web-browsing,10.51.255.135,22,,,
Corvid Cyberdefense,web-browsing,10.51.255.131,5,,,
Corvid Cyberdefense,web-browsing,10.51.255.144,3,,,
Corvid Cyberdefense,web-browsing,10.51.21.11,2,,,
Corvid Cyberdefense,web-browsing,10.51.255.134,2,,,
Corvid Cyberdefense,web-browsing,10.51.255.149,2,,,
Corvid Cyberdefense,web-browsing,10.51.255.154,2,,,
Corvid Cyberdefense,webex-base,10.51.255.122,2,,,
Corvid Cyberdefense,webex-base,10.51.255.141,1,,,
Corvid Cyberdefense,cisco-spark-base,10.51.255.124,3,,,
Corvid Cyberdefense,owncloud-downloading,12.216.77.82,1,,,
Cyber Reliant Corp.,ssl,10.254.254.1,75,,,
Cyber Reliant Corp.,ssl,10.10.13.101,29,,,
Cyber Reliant Corp.,cisco-spark-base,10.10.11.104,2,,,
Mountaineer Holdings,ssl,172.30.16.123,38,,,
Mountaineer Holdings,ssl,172.30.16.110,25,,,
Mountaineer Holdings,ssl,172.30.16.113,10,,,
Mountaineer Holdings,ssl,172.30.16.111,9,,,
Mountaineer Holdings,cisco-spark-base,172.19.29.231,2,,,
Mountaineer Holdings,cisco-spark-base,172.29.1.70,2,,,
Mountaineer Holdings,cisco-spark-base,172.29.1.102,2,,,
Mountaineer Holdings,cisco-spark-base,172.29.1.106,2,,,
Mountaineer Holdings,web-browsing,172.16.20.1,3,,,
Hardwire llc,cisco-spark-base,10.10.4.53,72,,,
Hardwire llc,cisco-spark-base,10.10.4.177,10,,,
Hardwire llc,cisco-spark-base,10.10.4.13,2,,,
Hardwire llc,cisco-spark-base,10.10.4.96,2,,,
Hardwire llc,cisco-spark-base,10.10.4.161,2,,,
JJ Wade,cisco-spark-base,192.168.168.92,56,,,
JJ Wade,cisco-spark-base,192.168.168.78,10,,,
JJ Wade,cisco-spark-base,192.168.168.60,6,,,
JJ Wade,cisco-spark-base,192.168.168.57,4,,,
JJ Wade,cisco-spark-base,192.168.168.66,4,,,
JJ Wade,cisco-spark-base,192.168.168.89,2,,,
JJ Wade,cisco-spark-base,192.168.168.95,2,,,
Innovative Produce Inc,cisco-spark-base,192.168.22.138,48,,,
Innovative Produce Inc,cisco-spark-base,192.168.22.142,36,,,
Davenport Group,cisco-spark-base,172.25.97.118,46,,,
Davenport Group,web-browsing,172.25.80.225,9,,,
Davenport Group,web-browsing,172.25.96.30,7,,,
Davenport Group,web-browsing,172.25.99.12,5,,,
Davenport Group,web-browsing,172.25.81.157,4,,,
Davenport Group,web-browsing,172.25.81.99,3,,,
Davenport Group,web-browsing,172.25.80.65,2,,,
Davenport Group,web-browsing,172.25.80.224,2,,,
Davenport Group,web-browsing,172.25.102.40,2,,,
Davenport Group,web-browsing,172.25.88.73,1,,,
Davenport Group,webex-base,172.25.80.57,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.80.68,12,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.96.103,12,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.120.87,10,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.96.91,6,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.16.171,4,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.80.65,4,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.120.34,4,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.33.126,2,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.40.183,2,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.80.62,2,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.144.150,2,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.0.88,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.1.47,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.16.172,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.33.87,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.33.110,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.80.167,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.96.217,1,,,
Sterling Construction Company,HTTPS.BROWSER,10.130.120.90,1,,,
Bray and Long,cisco-spark-base,192.168.16.94,58,,,
Bray and Long,cisco-spark-base,192.168.16.86,4,,,
Bray and Long,ssl,192.168.16.95,1,,,
GIGA Data Centers,ssl,10.4.7.232,21,,,
GIGA Data Centers,ssl,10.4.2.253,13,,,
GIGA Data Centers,ssl,10.4.7.32,13,,,
GIGA Data Centers,ssl,10.4.7.15,6,,,
GIGA Data Centers,ssl,10.4.2.41,1,,,
GIGA Data Centers,ssl,10.4.5.55,1,,,
GIGA Data Centers,web-browsing,10.4.5.23,1,,,
GIGA Data Centers,web-browsing,10.4.5.205,1,,,
GIGA Data Centers,web-browsing,10.4.12.14,1,,,
"Wolfe, Inc.",cisco-spark-base,10.0.0.249,56,,,
"Wolfe, Inc.",cisco-spark-base,10.0.0.160,2,,,
Tier 1 Solutions,cisco-spark-base,192.168.111.17,50,,,
Tier 1 Solutions,cisco-spark-base,172.25.81.177,4,,,
Tier 1 Solutions,cisco-spark-base,172.25.96.102,2,,,
Tier 1 Solutions,cisco-spark-base,192.168.111.6,2,,,
Schiffmans Jewelers,cisco-spark-base,10.0.0.91,32,,,
Schiffmans Jewelers,cisco-spark-base,10.0.0.88,10,,,
Schiffmans Jewelers,cisco-spark-base,10.0.0.69,2,,,
Schiffmans Jewelers,cisco-spark-base,10.0.0.95,2,,,
Schiffmans Jewelers,cisco-spark-base,10.0.0.120,2,,,
Schiffmans Jewelers,webex-base,10.0.0.111,7,,,
Schiffmans Jewelers,webex-base,10.0.0.132,1,,,
JK Haley & Associates,cisco-spark-base,192.168.1.24,50,,,
JK Haley & Associates,cisco-spark-audio-video,192.168.1.25,2,,,
Robert Yates Racing,cisco-spark-base,192.168.1.14,40,,,
BriOri Biotech,cisco-spark-base,192.168.152.102,44,,,
Iomax USA Inc,cisco-spark-base,192.168.2.149,32,,,
Iomax USA Inc,cisco-spark-base,192.168.2.219,2,,,
Iomax USA Inc,cisco-spark-base,192.168.20.22,2,,,
WelbeHealth,cisco-spark-base,10.14.11.70,8,,,
WelbeHealth,cisco-spark-base,10.14.11.120,6,,,
WelbeHealth,cisco-spark-base,10.11.13.141,4,,,
WelbeHealth,cisco-spark-base,10.13.11.29,4,,,
WelbeHealth,cisco-spark-base,10.13.11.133,4,,,
WelbeHealth,cisco-spark-base,10.11.10.248,2,,,
WelbeHealth,cisco-spark-base,10.12.11.189,2,,,
WelbeHealth,cisco-spark-base,10.13.11.23,2,,,
WelbeHealth,cisco-spark-base,10.13.11.254,2,,,
WelbeHealth,ssl,10.11.11.22,2,,,
WelbeHealth,ssl,10.13.11.93,1,,,
Law Offices of Encinas and Ornelas,cisco-spark-base,172.25.96.75,22,,,
Law Offices of Encinas and Ornelas,cisco-spark-base,172.25.81.151,12,,,
Haven Cloud,cisco-spark-base,172.25.81.174,12,,,
Haven Cloud,cisco-spark-base,172.25.81.193,4,,,
Haven Cloud,cisco-spark-base,172.25.81.242,2,,,
Haven Cloud,web-browsing,172.25.81.229,6,,,
Haven Cloud,web-browsing,172.25.96.153,2,,,
Haven Cloud,cisco-spark-audio-video,172.25.81.187,4,,,
Haven Cloud,webex-base,172.25.89.45,3,,,
Moran Logistics,cisco-spark-base,10.120.0.77,12,,,
Moran Logistics,cisco-spark-base,10.110.0.247,4,,,
Moran Logistics,cisco-spark-base,10.120.0.172,4,,,
Moran Logistics,cisco-spark-base,10.110.0.244,2,,,
Moran Logistics,cisco-spark-base,10.120.0.168,2,,,
I.E. Shaffer & Co.,cisco-spark-base,10.0.0.92,6,,,
I.E. Shaffer & Co.,cisco-spark-base,10.0.0.100,6,,,
I.E. Shaffer & Co.,cisco-spark-base,10.0.0.66,4,,,
I.E. Shaffer & Co.,ssl,10.0.0.113,1,,,
I.E. Shaffer & Co.,smtp-base,10.0.0.15,1,,,
Belk Gambrell Enterprises,cisco-spark-base,192.168.20.52,24,,,
Belk Gambrell Enterprises,ssl,10.0.2.31,2,,,
Akoustis,web-browsing,172.16.4.139,2,,,
Akoustis,web-browsing,172.16.7.19,2,,,
Akoustis,web-browsing,172.16.7.21,2,,,
Akoustis,web-browsing,172.16.7.23,2,,,
Akoustis,web-browsing,172.16.7.25,2,,,
Akoustis,web-browsing,172.16.7.31,2,,,
Akoustis,web-browsing,172.16.7.34,2,,,
Akoustis,web-browsing,172.16.7.36,2,,,
Akoustis,web-browsing,172.16.7.38,2,,,
Akoustis,cisco-spark-base,172.16.4.86,2,,,
Akoustis,cisco-spark-base,172.16.4.147,2,,,
ReNew Petra,ssl,10.1.100.105,5,,,
ReNew Petra,ssl,10.1.100.150,5,,,
ReNew Petra,ssl,10.1.100.113,1,,,
ReNew Petra,ssl,10.1.100.143,1,,,
ReNew Petra,ssl,10.1.100.144,1,,,
ReNew Petra,cisco-spark-base,10.1.100.107,2,,,
ReNew Petra,cisco-spark-base,10.1.100.168,2,,,
Lester Law,cisco-spark-base,172.25.88.219,10,,,
Lester Law,cisco-spark-base,172.25.81.67,6,,,
"Ameritech Die & Mold, Inc.",cisco-spark-audio-video,192.168.107.4,7,,,
"Ameritech Die & Mold, Inc.",cisco-spark-base,192.168.107.32,2,,,
"Ameritech Die & Mold, Inc.",cisco-spark-base,192.168.107.51,2,,,
"Ameritech Die & Mold, Inc.",ssl,192.168.108.196,3,,,
Cypher,cisco-spark-base,10.0.60.12,6,,,
Cypher,cisco-spark-base,10.0.60.18,4,,,
Huntsource,cisco-spark-base,172.25.80.170,6,,,
Webb Sanders,cisco-spark-base,10.1.15.60,6,,,
Webb Sanders,web-browsing,10.1.15.73,1,,,
Webb Sanders,web-browsing,10.1.15.236,1,,,
